rule_id;parent;realName;ECA;myOperator;nextOperator;readableValue;descriptiveName;author;ruleName;naturalLanguage;partialNaturalLanguage;Negation;Goal;User;Situation
207;reminders;reminders;action;OPERATOR;sequential;Close the fridge;reminders-reminders;student2019-17;frigorifero;"If the refrigerator is not closed between midnight and 6 in the morning, send a notification to Simone saying 'Close the refrigerator!' and turn on the relaxation lights in the room;";send a notification to Simone saying 'Close the refrigerator!' and ;;EnergySaving;Generic;Night
207;bedroom;relax;action;OPERATOR;none;invokeFunctions:lightScene;bedroom-relax;student2019-17;frigorifero;"If the refrigerator is not closed between midnight and 6 in the morning, send a notification to Simone saying 'Close the refrigerator!' and turn on the relaxation lights in the room;";"turn on the relaxation lights in the room;";;EnergySaving;Generic;Night
208;entrance;motion;condition;equal;and;TRUE;entrance-motion;student2019-17;welcome;If the motion sensor at the entrance detects something and the entrance lights are off, turn them on for two minutes and send a notification to Simone saying 'Welcome back!';If the motion sensor at the entrance detects something and ;;Comfort;Generic;Generic
208;entrancelight;state;condition;equal;rule;OFF;entrancelight-state;student2019-17;welcome;If the motion sensor at the entrance detects something and the entrance lights are off, turn them on for two minutes and send a notification to Simone saying 'Welcome back!';the entrance lights are off, ;;Comfort;Generic;Generic
208;entrance;changelightstate;action;OPERATOR;sequential;ON;entrance-changelightstate;student2019-17;welcome;If the motion sensor at the entrance detects something and the entrance lights are off, turn them on for two minutes and send a notification to Simone saying 'Welcome back!';turn them on for two minutes and;;Comfort;Generic;Generic
208;reminders;reminders;action;OPERATOR;none;Welcome back!;reminders-reminders;student2019-17;welcome;If the motion sensor at the entrance detects something and the entrance lights are off, turn them on for two minutes and send a notification to Simone saying 'Welcome back!'; send a notification to Simone saying 'Welcome back!';;Comfort;Generic;Generic
209;activity;wakingup;event;equal;and;TRUE;activity-wakingup;student2019-17;buongiorno;If the user gets out of bed and the lights are on, turn off the colored lights and send a notification to Simone saying 'Good morning!';If the user gets out of bed and ;;Comfort;Generic;Morning
209;bedroomlight;state;condition;equal;rule;ON;bedroomlight-state;student2019-17;buongiorno;If the user gets out of bed and the lights are on, turn off the colored lights and send a notification to Simone saying 'Good morning!';the lights are on, ;;Comfort;Generic;Morning
209;bedroom;alllight;action;OPERATOR;sequential;OFF;bedroom-alllight;student2019-17;buongiorno;If the user gets out of bed and the lights are on, turn off the colored lights and send a notification to Simone saying 'Good morning!';turn off the colored lights and ;;Comfort;Generic;Morning
209;reminders;reminders;action;OPERATOR;none;Good morning!;reminders-reminders;student2019-17;buongiorno;If the user gets out of bed and the lights are on, turn off the colored lights and send a notification to Simone saying 'Good morning!';send a notification to Simone saying 'Good morning!';;Comfort;Generic;Morning
210;relativeposition;typeofproximity;event;inside;rule;ENTRANCE;relativeposition-typeofproximity;student2019-18;arrivocasa;TRIGGER (EVENT): When I enter the house ACTION: Turn on the entrance and corridor lights;TRIGGER (EVENT): When I enter the house ;;Comfort;Generic;Generic
210;entrance;alllight;action;OPERATOR;parallel;ON;entrance-alllight;student2019-18;arrivocasa;TRIGGER (EVENT): When I enter the house ACTION: Turn on the entrance and corridor lights;ACTION: Turn on the entrance and ;;Comfort;Generic;Generic
210;corridor;alllight;action;OPERATOR;none;ON;corridor-alllight;student2019-18;arrivocasa;TRIGGER (EVENT): When I enter the house ACTION: Turn on the entrance and corridor lights;ACTION: turn on the corridor lights;;Comfort;Generic;Generic
211;kitchen;smokesensor;event;equal;and;TRUE;kitchen-smokesensor;student2019-18;cucina fumo;"TRIGGER: (EVENT) When the smoke sensor is activated in the kitchen AND (CONDITION) the user is away from home ACTION: Sends three alarm SMS messages ""WARNING! Smoke sensors are on!"" to the user";TRIGGER: (EVENT) When the smoke sensor is activated in the kitchen AND;;Safety;Generic;Generic
211;relativeposition;typeofproximity;condition;outside;rule;ENTRANCE;relativeposition-typeofproximity;student2019-18;cucina fumo;"TRIGGER: (EVENT) When the smoke sensor is activated in the kitchen AND (CONDITION) the user is away from home ACTION: Sends three alarm SMS messages ""WARNING! Smoke sensors are on!"" to the user"; (CONDITION) the user is away from home ;;Safety;Generic;Generic
211;alarms;alarms;action;OPERATOR;none;WARNING! Smoke sensors are on!;alarms-alarms;student2019-18;cucina fumo;"TRIGGER: (EVENT) When the smoke sensor is activated in the kitchen AND (CONDITION) the user is away from home ACTION: Sends three alarm SMS messages ""WARNING! Smoke sensors are on!"" to the user";"ACTION: Sends three alarm SMS messages ""WARNING! Smoke sensors are on!"" to the user";;Safety;Generic;Generic
212;physiological;heartrate;event;morethen;and;199;physiological-heartrate;student2019-18;medicina cuore;"TRIGGER: (EVENT) If the heart rate exceeds 200 beats and (CONDITION) the heart medicine has not been taken ACTION: (1) Turn on all the lights in the house and (2) send three warning SMS ""Warning, high hearth rate"" to relatives";TRIGGER: (EVENT) If the heart rate exceeds 200 beats and ;;Health;Caregiver;ElderlyAlone
212;activity;medicationname;condition;equal;rule;medicina per il cuore;activity-medicationname;student2019-18;medicina cuore;"TRIGGER: (EVENT) If the heart rate exceeds 200 beats and (CONDITION) the heart medicine has not been taken ACTION: (1) Turn on all the lights in the house and (2) send three warning SMS ""Warning, high hearth rate"" to relatives";(CONDITION) the heart medicine has not been taken ;;Health;Caregiver;ElderlyAlone
212;all;alllight;action;OPERATOR;parallel;ON;all-alllight;student2019-18;medicina cuore;"TRIGGER: (EVENT) If the heart rate exceeds 200 beats and (CONDITION) the heart medicine has not been taken ACTION: (1) Turn on all the lights in the house and (2) send three warning SMS ""Warning, high hearth rate"" to relatives";ACTION: (1) Turn on all the lights in the house and ;;Health;Caregiver;ElderlyAlone
212;alarms;alarms;action;OPERATOR;none;Warning, high hearth rate;alarms-alarms;student2019-18;medicina cuore;"TRIGGER: (EVENT) If the heart rate exceeds 200 beats and (CONDITION) the heart medicine has not been taken ACTION: (1) Turn on all the lights in the house and (2) send three warning SMS ""Warning, high hearth rate"" to relatives";"(2) send three warning SMS ""Warning, high hearth rate"" to relatives";;Health;Caregiver;ElderlyAlone
213;currentweather;rain;condition;equal;and;TRUE;currentweather-rain;student2019-18;pioggia;TRIGGER: (CONDITION 1) If it's raining outside and (CONDITION 2) the windows are open ACTION: (1) Turn on the house lights intermittently and (2) send a notification to the user to remind him to close the windows;TRIGGER: (CONDITION 1) If it's raining outside and ;;Comfort, Wellbeing;Generic;BadWeather
213;corridor;doorwindowsensor;condition;equal;rule;OPEN;corridor-doorwindowsensor;student2019-18;pioggia;TRIGGER: (CONDITION 1) If it's raining outside and (CONDITION 2) the windows are open ACTION: (1) Turn on the house lights intermittently and (2) send a notification to the user to remind him to close the windows;(CONDITION 2) the windows are open;;Comfort, Wellbeing;Generic;BadWeather
213;all;biorhythmlight;action;OPERATOR;parallel;invokeFunctions:lightScene;all-biorhythmlight;student2019-18;pioggia;TRIGGER: (CONDITION 1) If it's raining outside and (CONDITION 2) the windows are open ACTION: (1) Turn on the house lights intermittently and (2) send a notification to the user to remind him to close the windows;ACTION: (1) Turn on the house lights intermittently and ;;Comfort, Wellbeing;Generic;BadWeather
213;reminders;reminders;action;OPERATOR;none;It's raining! You left the windows open;reminders-reminders;student2019-18;pioggia;TRIGGER: (CONDITION 1) If it's raining outside and (CONDITION 2) the windows are open ACTION: (1) Turn on the house lights intermittently and (2) send a notification to the user to remind him to close the windows; (2) send a notification to the user to remind him to close the windows;;Comfort, Wellbeing;Generic;BadWeather
214;activity;wakingup;condition;equal;rule;TRUE;activity-wakingup;student2019-18;sveglia;"TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30 ACTION: Turn on the room lights gradually and send the voice notification ""It's time to get up"" to the user";TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30  ;;Comfort, Wellbeing;Generic;Morning
214;bedroom;activate;action;OPERATOR;sequential;invokeFunctions:lightScene;bedroom-activate;student2019-18;sveglia;"TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30 ACTION: Turn on the room lights gradually and send the voice notification ""It's time to get up"" to the user";ACTION: Turn on the room lights gradually and;;Comfort, Wellbeing;Generic;Morning
214;reminders;reminders;action;OPERATOR;none;It's time to get up;reminders-reminders;student2019-18;sveglia;"TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30 ACTION: Turn on the room lights gradually and send the voice notification ""It's time to get up"" to the user";"send the voice notification ""It's time to get up"" to the user";;Comfort, Wellbeing;Generic;Morning
215;entrancelight;state;condition;equal;rule;ON;entrancelight-state;student2019-19;1;If the entrance light is on, send a reminder with the words 'Remember to turn off the light!';If the entrance light is on, ;;Generic;Generic;Debug
215;reminders;reminders;action;OPERATOR;none;Remember to turn off the light;reminders-reminders;student2019-19;1;If the entrance light is on, send a reminder with the words 'Remember to turn off the light!';send a reminder with the words 'Remember to turn off the light!';;Generic;Generic;Debug
216;currentweather;rain;condition;equal;and;TRUE;currentweather-rain;student2019-19;2;If the weather is rainy and the amount of rain is more than 10, send a reminder with the words 'Remember to take an umbrella!'.;If the weather is rainy and;;Organizing;Generic;BadWeather, GoingOut
216;currentweather;rainquantity;condition;morethen;rule;10;currentweather-rainquantity;student2019-19;2;If the weather is rainy and the amount of rain is more than 10, send a reminder with the words 'Remember to take an umbrella!'.; the amount of rain is more than 10,;;Organizing;Generic;BadWeather, GoingOut
216;reminders;reminders;action;OPERATOR;none;Remember to take the umbrella;reminders-reminders;student2019-19;2;If the weather is rainy and the amount of rain is more than 10, send a reminder with the words 'Remember to take an umbrella!'.; send a reminder with the words 'Remember to take an umbrella!'.;;Organizing;Generic;BadWeather, GoingOut
217;fridge;door;condition;equal;rule;CLOSE;fridge-door;student2019-19;3;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;If the refrigerator is not closed between 11pm and 6am, ;NOT WHEN;EnergySaving;Generic;Generic
217;reminders;reminders;action;OPERATOR;parallel;Fridge door is open;reminders-reminders;student2019-19;3;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;send a text message to the homeowner saying 'Fridge door open!' and ;;EnergySaving;Generic;Generic
217;bedroom;hue color light bedroom;action;OPERATOR;none;RED;bedroom-hue color light bedroom;student2019-19;3;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;turn on a red light in his room.;;EnergySaving;Generic;Generic
218;corridor;smokesensor;event;equal;and;TRUE;corridor-smokesensor;student2019-19;4;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;If smoke is detected in the hallway and ;;Safety;Generic;Generic
218;corridorlightstrip;color;event;equal;rule;RED;corridorlightstrip-color;student2019-19;4;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;the light streaks glow red, ;;Safety;Generic;Generic
218;reminders;reminders;action;OPERATOR;parallel;Smoke in the corridor;reminders-reminders;student2019-19;4;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;send two text messages to the homeowner saying 'Smoke in the hallway!' And ;;Safety;Generic;Generic
218;all;biorhythmlight;action;OPERATOR;none;invokeFunctions:lightScene;all-biorhythmlight;student2019-19;4;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;flash all the lights in the house.;;Safety;Generic;Generic
219;activity;wakingup;event;equal;and;TRUE;activity-wakingup;student2019-19;5;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;If the homeowner wakes up and ;;Generic;Generic;Morning
219;bedroomlight;state;event;equal;rule;ON;bedroomlight-state;student2019-19;5;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;turns on his room light, ;;Generic;Generic;Morning
219;bedroom;activate;action;OPERATOR;parallel;invokeFunctions:lightScene;bedroom-activate;student2019-19;5;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;set the lights in activation mode and ;;Generic;Generic;Morning
219;reminders;reminders;action;OPERATOR;none;Good morning!;reminders-reminders;student2019-19;5;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;send a notification saying 'Good morning!'.;;Generic;Generic;Morning
220;timeinsidearoom;timeinsidebedroom;condition;morethen;and;1;timeinsidearoom-timeinsidebedroom;student2019-20;1;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;If the user has been in the room for more than an hour and;;EnergySaving;Generic;Generic
220;entrancelight;state;condition;equal;rule;ON;entrancelight-state;student2019-20;1;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.; the entrance light is on,;;EnergySaving;Generic;Generic
220;reminders;reminders;action;OPERATOR;sequential;switch the light off;reminders-reminders;student2019-20;1;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.; change the color of the light to red for two minutes and;;EnergySaving;Generic;Generic
220;bedroom;hue color light bedroom;action;OPERATOR;none;RED;bedroom-hue color light bedroom;student2019-20;1;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.; send a reminder to turn off the light.;;EnergySaving;Generic;Generic
221;fridge;door;condition;equal;and;OPEN;fridge-door;student2019-20;2;"If the fridge door is open and the kitchen light is off, it notifies you with an alarm ""close the fridge door"" and changes the led light in the corridor to red";If the fridge door is open and ;;EnergySaving;Generic;Generic
221;kitchen;lightlevel;condition;equal;rule;NO_LIGHT;kitchen-lightlevel;student2019-20;2;"If the fridge door is open and the kitchen light is off, it notifies you with an alarm ""close the fridge door"" and changes the led light in the corridor to red";the kitchen light is off, ;;EnergySaving;Generic;Generic
221;alarms;alarms;action;OPERATOR;sequential;close the fridge door;alarms-alarms;student2019-20;2;"If the fridge door is open and the kitchen light is off, it notifies you with an alarm ""close the fridge door"" and changes the led light in the corridor to red";"it notifies you with an alarm ""close the fridge door"" and ";;EnergySaving;Generic;Generic
221;corridor;light strip corridor;action;OPERATOR;none;RED;corridor-light strip corridor;student2019-20;2;"If the fridge door is open and the kitchen light is off, it notifies you with an alarm ""close the fridge door"" and changes the led light in the corridor to red";changes the led light in the corridor to red;;EnergySaving;Generic;Generic
222;currentweather;outdoorcondition;event;equal;and;SHOWER_RAIN;currentweather-outdoorcondition;student2019-20;3;"If the weather conditions are such that it rains and the window of the bedroom is open, send the reminder ""close the window"" to close it.";If the weather conditions are such that it rains and ;;Comfort;Generic;BadWeather
222;bedroom;windowsensor;condition;equal;rule;OPEN;bedroom-windowsensor;student2019-20;3;"If the weather conditions are such that it rains and the window of the bedroom is open, send the reminder ""close the window"" to close it.";the window of the bedroom is open, ;;Comfort;Generic;BadWeather
222;reminders;reminders;action;OPERATOR;none;close the window;reminders-reminders;student2019-20;3;"If the weather conditions are such that it rains and the window of the bedroom is open, send the reminder ""close the window"" to close it.";"send the reminder ""close the window"" to close it.";;Comfort;Generic;BadWeather
223;activity;wakingup;condition;equal;rule;TRUE;activity-wakingup;student2019-20;4;"If the user does not wake up from 7 to 11, send the alarm ""user has not woken up yet"" and activate the bedroom lights";If the user does not wake up from 7 to 11, ;;Wellbeing;Generic;Morning
223;alarms;alarms;action;OPERATOR;sequential;user has not woken up yet;alarms-alarms;student2019-20;4;"If the user does not wake up from 7 to 11, send the alarm ""user has not woken up yet"" and activate the bedroom lights";"send the alarm ""user has not woken up yet""";;Wellbeing;Generic;Morning
223;bedroom;activate;action;OPERATOR;none;invokeFunctions:lightScene;bedroom-activate;student2019-20;4;"If the user does not wake up from 7 to 11, send the alarm ""user has not woken up yet"" and activate the bedroom lights";activate the bedroom lights;;Wellbeing;Generic;Morning
224;corridorlightstrip;state;condition;equal;rule;OFF;corridorlightstrip-state;student2019-20;5;If the led lights in the corridor are off, send a reminder to turn them on.;If the led lights in the corridor are off,;;Generic;Generic;Debug
224;reminders;reminders;action;OPERATOR;none;switch the corridor light strip on;reminders-reminders;student2019-20;5;If the led lights in the corridor are off, send a reminder to turn them on.; send a reminder to turn them on.;;Generic;Generic;Debug
225;microwave;door;condition;equal;rule;OPEN;microwave-door;student2020-1;Regola 1;If the microwave door is open, remind me via message to close it;If the microwave door is open,;;EnergySaving;Generic;Generic
225;reminders;reminders;action;OPERATOR;none;close microwave door;reminders-reminders;student2020-1;Regola 1;If the microwave door is open, remind me via message to close it; remind me via message to close it;;EnergySaving;Generic;Generic
226;twentyfourhoursweatherforecast;rain;condition;equal;rule;TRUE;twentyfourhoursweatherforecast-rain;student2020-1;Regola 2;If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;If it doesn't rain tomorrow between 8:00 and 12:00, ;;Organizing;Generic;GoodWeather
226;reminders;alarms;action;OPERATOR;sequential;"""Do laundry""";reminders-reminders;student2020-1;Regola 2;If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;remind me with a voice note that I can do the laundry and ;;Organizing;Generic;GoodWeather
226;livingroom;hue color light living room;action;OPERATOR;none;BLUE;livingroom-hue color light living room;student2020-1;Regola 2;If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;turn the living room light to blue;;Organizing;Generic;GoodWeather
227;livingroom;motion;event;equal;and;TRUE;livingroom-motion;student2020-1;Regola 3;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;When you detect movement in the living room and ;;Wellbeing;Generic;ColdSeason
227;livingroom;temperaturelevel;condition;lessthen;rule;18;livingroom-temperaturelevel;student2020-1;Regola 3;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;the temperature is below 18 ° C, ;;Wellbeing;Generic;ColdSeason
227;reminders;reminders;action;OPERATOR;none;check the radiators;reminders-reminders;student2020-1;Regola 3;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;send a notification to check the radiators.;;Wellbeing;Generic;ColdSeason
228;entrance;lightlevel;condition;equal;or;DARK;entrance-lightlevel;student2020-1;Regola 4;If the entrance light is low or the saturation is below 5, turn on all the lights and remind me to check them;If the entrance light is low or ;;Organizing;Generic;Generic
228;entrancelight;saturation;condition;lessthen;rule;5;entrancelight-saturation;student2020-1;Regola 4;If the entrance light is low or the saturation is below 5, turn on all the lights and remind me to check them;the saturation is below 5, ;;Organizing;Generic;Generic
228;alarms;alarms;action;OPERATOR;sequential;light brightness;alarms-alarms;student2020-1;Regola 4;If the entrance light is low or the saturation is below 5, turn on all the lights and remind me to check them;remind me to check them and;;Organizing;Generic;Generic
228;entrance;alllight;action;OPERATOR;none;ON;entrance-alllight;student2020-1;Regola 4;If the entrance light is low or the saturation is below 5, turn on all the lights and remind me to check them;turn on all the lights ;;Organizing;Generic;Generic
229;sleep;sleepduration;event;morethen;and;480;sleep-sleepduration;student2020-1;Regola 5;When I sleep for more than 8 hours and the bedroom lights are off,  do start activating light scene in the bedroom,  activate a voice reminder to wake me up and make me study;When I sleep for more than 8 hours and ;;Organizing;Student;Morning
229;bedroomlight;state;condition;equal;rule;OFF;bedroomlight-state;student2020-1;Regola 5;When I sleep for more than 8 hours and the bedroom lights are off,  do start activating light scene in the bedroom,  activate a voice reminder to wake me up and make me study;the bedroom lights are off, ;;Organizing;Student;Morning
229;bedroom;activate;action;OPERATOR;parallel;invokeFunctions:lightScene;bedroom-activate;student2020-1;Regola 5;When I sleep for more than 8 hours and the bedroom lights are off,  do start activating light scene in the bedroom,  activate a voice reminder to wake me up and make me study; do start activating light scene in the bedroom, ;;Organizing;Student;Morning
229;reminders;reminders;action;OPERATOR;none;Work-time;reminders-reminders;student2020-1;Regola 5;When I sleep for more than 8 hours and the bedroom lights are off,  do start activating light scene in the bedroom,  activate a voice reminder to wake me up and make me study;activate a voice reminder to wake me up and make me study;;Organizing;Student;Morning
230;fridge;door;event;equal;rule;OPEN;fridge-door;student2020-2;Regola1;When the fridge door opens, it signals with a reminder which products are about to expire.;When the fridge door opens, ;;Organizing;Generic;Generic
230;reminders;reminders;action;OPERATOR;none;There are products that are about to expire;reminders-reminders;student2020-2;Regola1;When the fridge door opens, it signals with a reminder which products are about to expire.;it signals with a reminder which products are about to expire.;;Organizing;Generic;Generic
231;activity;medicationname;condition;equal;rule;medicina;activity-medicationname;student2020-2;Regola2;If the medicine is not taken between 7.00 and 7.45, send an SMS to XXXXXXXXXX;If the medicine is not taken between 7.00 and 7.45, ;;Health;Generic, Caregiver;Generic
231;alarms;alarms;action;OPERATOR;none;The medicine has not been taken;alarms-alarms;student2020-2;Regola2;If the medicine is not taken between 7.00 and 7.45, send an SMS to XXXXXXXXXX;send an SMS to XXXXXXXXXX;;Health;Generic, Caregiver;Generic
232;microwave;door;event;equal;and;OPEN;microwave-door;student2020-2;Regola3;When the microwave door is opened while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;When the microwave door is opened while the dish is cooking;;Generic;Generic;Generic
232;alarms;alarms;action;OPERATOR;none;Cooking is not finished;alarms-alarms;student2020-2;Regola3;When the microwave door is opened while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;it sends a voice signal, which warns that cooking has not finished;;Generic;Generic;Generic
233;currentweather;outdoortemperature;condition;equal;and;0;currentweather-outdoortemperature;student2020-2;Regola4;If the outside temperature is below 2 degrees and the temperature in the bathroom is 11 degrees, turn on a red light in the bathroom.;If the outside temperature is below 2 degrees and ;;Wellbeing;Generic;ColdSeason
233;bathroom;temperaturelevel;condition;equal;rule;11;bathroom-temperaturelevel;student2020-2;Regola4;If the outside temperature is below 2 degrees and the temperature in the bathroom is 11 degrees, turn on a red light in the bathroom.;the temperature in the bathroom is 11 degrees, ;;Wellbeing;Generic;ColdSeason
233;bathroom;hue color light bathroom;action;OPERATOR;none;RED;bathroom-hue color light bathroom;student2020-2;Regola4;If the outside temperature is below 2 degrees and the temperature in the bathroom is 11 degrees, turn on a red light in the bathroom.;turn on a red light in the bathroom.;;Wellbeing;Generic;ColdSeason
234;physiological;heartrate;condition;equal;and;100;physiological-heartrate;student2020-2;Regola5;If the person's heart rate meter signals 100 bpm and the person's voice is sad, it starts a relaxing atmosphere and sends a comforting voice message to the person.;If the person's heart rate meter signals 100 bpm and ;;Wellbeing;Generic;Generic
234;cognitive;vocalemotionalstate;condition;equal;rule;SAD;cognitive-vocalemotionalstate;student2020-2;Regola5;If the person's heart rate meter signals 100 bpm and the person's voice is sad, it starts a relaxing atmosphere and sends a comforting voice message to the person.;the person's voice is sad, ;;Wellbeing;Generic;Generic
234;livingroom;relax;action;OPERATOR;sequential;invokeFunctions:lightScene;livingroom-relax;student2020-2;Regola5;If the person's heart rate meter signals 100 bpm and the person's voice is sad, it starts a relaxing atmosphere and sends a comforting voice message to the person.;it starts a relaxing atmosphere and ;;Wellbeing;Generic;Generic
234;reminders;reminders;action;OPERATOR;none;now VALUE;reminders-reminders;student2020-2;Regola5;If the person's heart rate meter signals 100 bpm and the person's voice is sad, it starts a relaxing atmosphere and sends a comforting voice message to the person.;sends a comforting voice message to the person.;;Wellbeing;Generic;Generic
235;entrancelight;state;event;equal;rule;ON;entrancelight-state;student2020-3;Regola 1;When the hall light is turned on, the voice message «Welcome Home!» activates;When the hall light is turned on,;;Comfort;Generic;Generic
235;alarms;alarms;action;OPERATOR;none;Welcome home;alarms-alarms;student2020-3;Regola 1;When the hall light is turned on, the voice message «Welcome Home!» activates;the voice message «Welcome Home!» activates;;Comfort;Generic;Generic
236;cognitive;trainingtime;event;morethen;rule;0.5;cognitive-trainingtime;student2020-3;Regola 2;If the user does not train between 7 and 18, he is advised to do some physical activity and the lights come on in Activating Scene mode;If the user does not train between 7 and 18,;;Health, Wellbeing;Generic;Generic
236;alarms;alarms;action;OPERATOR;parallel;Time for some workout;alarms-alarms;student2020-3;Regola 2;If the user does not train between 7 and 18, he is advised to do some physical activity and the lights come on in Activating Scene mode; he is advised to do some physical activity and ;;Health, Wellbeing;Generic;Generic
236;livingroom;activate;action;OPERATOR;none;invokeFunctions:lightScene;livingroom-activate;student2020-3;Regola 2;If the user does not train between 7 and 18, he is advised to do some physical activity and the lights come on in Activating Scene mode;the lights come on in Activating Scene mode;;Health, Wellbeing;Generic;Generic
237;livingroom;windowsensor;condition;equal;and;OPEN;livingroom-windowsensor;student2020-3;Regola 3;"If it starts to rain and the living room window is open, notify the person with the SMS ""Close the window"".";If the living room window is open and ;;Organizing;Generic;BadWeather
237;currentweather;rain;event;equal;rule;TRUE;currentweather-rain;student2020-3;Regola 3;"If it starts to rain and the living room window is open, notify the person with the SMS ""Close the window"".";it starts to rain,;;Organizing;Generic;BadWeather
237;alarms;alarms;action;OPERATOR;none;Close the window;alarms-alarms;student2020-3;Regola 3;"If it starts to rain and the living room window is open, notify the person with the SMS ""Close the window"".";"notify the person with the SMS ""Close the window"".";;Organizing;Generic;BadWeather
238;kitchen;temperaturelevel;condition;morethen;and;4;kitchen-temperaturelevel;student2020-3;Regola 4;"If the fridge door is open and the room temperature is higher than 4 degrees, warn the user with the message ""Close the fridge door!"" and turn on the light.";if the room temperature is higher than 4 degrees and ;;EnergySaving;Generic;Generic
238;fridge;door;condition;equal;rule;OPEN;fridge-door;student2020-3;Regola 4;"If the fridge door is open and the room temperature is higher than 4 degrees, warn the user with the message ""Close the fridge door!"" and turn on the light.";the fridge door is open, ;;EnergySaving;Generic;Generic
238;alarms;alarms;action;OPERATOR;parallel;Close the fridge door!;alarms-alarms;student2020-3;Regola 4;"If the fridge door is open and the room temperature is higher than 4 degrees, warn the user with the message ""Close the fridge door!"" and turn on the light.";" warn the user with the message ""Close the fridge door!"" and";;EnergySaving;Generic;Generic
238;kitchen;alllight;action;OPERATOR;none;ON;kitchen-alllight;student2020-3;Regola 4;"If the fridge door is open and the room temperature is higher than 4 degrees, warn the user with the message ""Close the fridge door!"" and turn on the light.";turn on the light.;;EnergySaving;Generic;Generic
239;physiological;heartrate;event;morethen;and;100;physiological-heartrate;student2020-3;Regola 5;If the heart rate exceeds 100 bpm (at night) and the bed light is off, I ask the user if he is ok and turn on the lights in biorhythm mode.;If the heart rate exceeds 100 bpm;;Wellbeing;Generic;Night
239;datetime;localtime;condition;morethen;and;22:30;datetime-localtime;student2020-3;Regola 5;If the heart rate exceeds 100 bpm (at night) and the bed light is off, I ask the user if he is ok and turn on the lights in biorhythm mode.; (at night) ;;Wellbeing;Generic;Night
239;datetime;localtime;condition;lessthen;and;07:00;datetime-localtime;student2020-3;Regola 5;If the heart rate exceeds 100 bpm (at night) and the bed light is off, I ask the user if he is ok and turn on the lights in biorhythm mode.; (at night) ;;Wellbeing;Generic;Night
239;bedroomlight;state;condition;equal;rule;OFF;bedroomlight-state;student2020-3;Regola 5;If the heart rate exceeds 100 bpm (at night) and the bed light is off, I ask the user if he is ok and turn on the lights in biorhythm mode.;and the bed light is off, ;;Wellbeing;Generic;Night
239;alarms;alarms;action;OPERATOR;parallel;are you OK?;alarms-alarms;student2020-3;Regola 5;If the heart rate exceeds 100 bpm (at night) and the bed light is off, I ask the user if he is ok and turn on the lights in biorhythm mode.;I ask the user if he is ok and ;;Wellbeing;Generic;Night
239;bedroom;biorhythmlight;action;OPERATOR;none;invokeFunctions:lightScene;bedroom-biorhythmlight;student2020-3;Regola 5;If the heart rate exceeds 100 bpm (at night) and the bed light is off, I ask the user if he is ok and turn on the lights in biorhythm mode.;turn on the lights in biorhythm mode.;;Wellbeing;Generic;Night
240;entrancelight;state;event;equal;rule;ON;entrancelight-state;student2020-4;regola1;"when the entrance light is turned on, send me a SMS reminder ""entrance light on""";when the entrance light is turned on, ;;Generic;Generic;Debug
