id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;completeName;naturalLanguage;author;ruleName
582;213;environment/currentWeather/@rain;currentweather;rain;condition;equal;and;TRUE;currentweather-rain;TRIGGER: (CONDITION 1) If it's raining outside and (CONDITION 2) the windows are open ACTION: (1) Turn on the house lights intermittently and (2) send a notification to the user to remind him to close the windows;student2019-18;pioggia
583;213;environment/@doorWindowSensor;corridor;doorwindowsensor;condition;equal;rule;OPEN;corridor-doorwindowsensor;TRIGGER: (CONDITION 1) If it's raining outside and (CONDITION 2) the windows are open ACTION: (1) Turn on the house lights intermittently and (2) send a notification to the user to remind him to close the windows;student2019-18;pioggia
584;213;applianceState/all/@scene;all;biorhythmlight;action;OPERATOR;parallel;invokeFunctions:lightScene;all-biorhythmlight;TRIGGER: (CONDITION 1) If it's raining outside and (CONDITION 2) the windows are open ACTION: (1) Turn on the house lights intermittently and (2) send a notification to the user to remind him to close the windows;student2019-18;pioggia
585;213;Reminders;reminders;reminders;action;OPERATOR;none;It's raining! You left the windows open;reminders-reminders;TRIGGER: (CONDITION 1) If it's raining outside and (CONDITION 2) the windows are open ACTION: (1) Turn on the house lights intermittently and (2) send a notification to the user to remind him to close the windows;student2019-18;pioggia
586;214;user/activity/@wakingup;activity;wakingup;condition;equal;rule;TRUE;activity-wakingup;TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30 ACTION: Turn on the room lights gradually and send a voice notification to the user;student2019-18;sveglia
587;214;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;sequential;invokeFunctions:lightScene;bedroom-activate;TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30 ACTION: Turn on the room lights gradually and send a voice notification to the user;student2019-18;sveglia
588;214;Reminders;reminders;reminders;action;OPERATOR;none;It's time to get up;reminders-reminders;TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30 ACTION: Turn on the room lights gradually and send a voice notification to the user;student2019-18;sveglia
589;215;technology/light/@state;entrancelight;state;condition;equal;rule;ON;entrancelight-state;If the entrance light is on, send a reminder with the words 'Remember to turn off the light!';student2019-19;1
590;215;Reminders;reminders;reminders;action;OPERATOR;none;Remember to turn off the light;reminders-reminders;If the entrance light is on, send a reminder with the words 'Remember to turn off the light!';student2019-19;1
591;216;environment/currentWeather/@rain;currentweather;rain;condition;equal;and;TRUE;currentweather-rain;If the weather is rainy and the amount of rain is more than 10, send a reminder with the words 'Remember to take an umbrella!'.;student2019-19;2
592;216;environment/currentWeather/@rainQuantity;currentweather;rainquantity;condition;morethen;rule;10;currentweather-rainquantity;If the weather is rainy and the amount of rain is more than 10, send a reminder with the words 'Remember to take an umbrella!'.;student2019-19;2
593;216;Reminders;reminders;reminders;action;OPERATOR;none;Remember to take the umbrella;reminders-reminders;If the weather is rainy and the amount of rain is more than 10, send a reminder with the words 'Remember to take an umbrella!'.;student2019-19;2
594;217;technology/appliance/@door;fridge;door;condition;equal;rule;CLOSE;fridge-door;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;student2019-19;3
595;217;Reminders;reminders;reminders;action;OPERATOR;parallel;Fridge door is open;reminders-reminders;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;student2019-19;3
596;217;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;none;update:lightColor;bedroom-hue color light bedroom;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;student2019-19;3
597;218;environment/@smokeSensor;corridor;smokesensor;event;equal;and;TRUE;corridor-smokesensor;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;student2019-19;4
598;218;technology/light/@color;corridorlightstrip;color;event;equal;rule;RED;corridorlightstrip-color;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;student2019-19;4
599;218;Reminders;reminders;reminders;action;OPERATOR;parallel;Smoke in the corridor;reminders-reminders;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;student2019-19;4
600;218;applianceState/All/@scene;all;biorhythmlight;action;OPERATOR;none;invokeFunctions:lightScene;all-biorhythmlight;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;student2019-19;4
601;219;user/activity/@wakingup;activity;wakingup;event;equal;and;TRUE;activity-wakingup;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;student2019-19;5
602;219;technology/light/@state;bedroomlight;state;event;equal;rule;ON;bedroomlight-state;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;student2019-19;5
603;219;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;parallel;invokeFunctions:lightScene;bedroom-activate;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;student2019-19;5
604;219;Reminders;reminders;reminders;action;OPERATOR;none;Good morning!;reminders-reminders;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;student2019-19;5
605;220;user/position/timeInsideARoom/@timeInsideBedroom;timeinsidearoom;timeinsidebedroom;condition;morethen;and;1;timeinsidearoom-timeinsidebedroom;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;1
606;220;technology/light/@state;entrancelight;state;condition;equal;rule;ON;entrancelight-state;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;1
607;220;Reminders;reminders;reminders;action;OPERATOR;sequential;switch the light off;reminders-reminders;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;1
608;220;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;none;update:lightColor;bedroom-hue color light bedroom;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;1
609;221;technology/appliance/@door;fridge;door;condition;equal;and;OPEN;fridge-door;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;2
610;221;environment/@lightLevel;kitchen;lightlevel;condition;equal;rule;NO_LIGHT;kitchen-lightlevel;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;2
611;221;Alarms;alarms;alarms;action;OPERATOR;sequential;close the fridge door;alarms-alarms;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;2
612;221;applianceState/Corridor/lightColor;corridor;light strip corridor;action;OPERATOR;none;update:lightColor;corridor-light strip corridor;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;2
613;222;environment/currentWeather/@outdoorCondition;currentweather;outdoorcondition;event;equal;and;SHOWER_RAIN;currentweather-outdoorcondition;If the weather conditions are such that it rains and the window of the bedroom is open, send a reminder to close it.;student2019-20;3
614;222;environment/@doorWindowSensor;bedroom;windowsensor;condition;equal;rule;OPEN;bedroom-windowsensor;If the weather conditions are such that it rains and the window of the bedroom is open, send a reminder to close it.;student2019-20;3
615;222;Reminders;reminders;reminders;action;OPERATOR;none;close the window;reminders-reminders;If the weather conditions are such that it rains and the window of the bedroom is open, send a reminder to close it.;student2019-20;3
616;223;user/activity/@wakingup;activity;wakingup;condition;equal;rule;TRUE;activity-wakingup;If the user does not wake up from 7 to 11, send an alarm and activate the bedroom lights;student2019-20;4
617;223;Alarms;alarms;alarms;action;OPERATOR;sequential;user has not woken up yet;alarms-alarms;If the user does not wake up from 7 to 11, send an alarm and activate the bedroom lights;student2019-20;4
618;223;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;none;invokeFunctions:lightScene;bedroom-activate;If the user does not wake up from 7 to 11, send an alarm and activate the bedroom lights;student2019-20;4
619;224;technology/light/@state;corridorlightstrip;state;condition;equal;rule;OFF;corridorlightstrip-state;If the led lights in the corridor are off, send a reminder to turn them on.;student2019-20;5
620;224;Reminders;reminders;reminders;action;OPERATOR;none;switch the corridor light strip on;reminders-reminders;If the led lights in the corridor are off, send a reminder to turn them on.;student2019-20;5
621;225;technology/appliance/@door;microwave;door;condition;equal;rule;OPEN;microwave-door;if  Microwave door is  open  ,  do send  one  reminder  by voice;student2020-1;Regola 1
622;225;Reminders;reminders;reminders;action;OPERATOR;none;close microwave door;reminders-reminders;if  Microwave door is  open  ,  do send  one  reminder  by voice;student2020-1;Regola 1
623;226;environment/twentyFourHoursWeatherForecast/@rain;currentweather;rain;condition;equal;rule;TRUE;currentweather-rain;If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;student2020-1;Regola 2
624;226;Alarms;alarms;alarms;action;OPERATOR;sequential;"""Do laundry""";alarms-alarms;If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;student2020-1;Regola 2
625;226;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;none;update:lightColor;livingroom-hue color light living room;If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;student2020-1;Regola 2
626;227;environment/@motion;livingroom;motion;event;equal;and;VALUE;livingroom-motion;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;student2020-1;Regola 3
627;227;environment/@temperatureLevel;livingroom;temperaturelevel;condition;lessthen;rule;18;livingroom-temperaturelevel;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;student2020-1;Regola 3
628;227;Reminders;reminders;reminders;action;OPERATOR;none;check the radiators;reminders-reminders;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;student2020-1;Regola 3
629;228;environment/@lightLevel;entrance;lightlevel;condition;equal;or;DARK;entrance-lightlevel;if  Entrance light level is    dark  or  Entrance Light saturation is    less then  5  ,  do send  one  alarm  by notification,  turn on all lights in the entrance;student2020-1;Regola 4
630;228;technology/light/@saturation;entrancelight;saturation;condition;lessthen;rule;5;entrancelight-saturation;if  Entrance light level is    dark  or  Entrance Light saturation is    less then  5  ,  do send  one  alarm  by notification,  turn on all lights in the entrance;student2020-1;Regola 4
631;228;Alarms;alarms;alarms;action;OPERATOR;sequential;light brightness;alarms-alarms;if  Entrance light level is    dark  or  Entrance Light saturation is    less then  5  ,  do send  one  alarm  by notification,  turn on all lights in the entrance;student2020-1;Regola 4
632;228;applianceState/Entrance/allLight;entrance;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;entrance-alllight;if  Entrance light level is    dark  or  Entrance Light saturation is    less then  5  ,  do send  one  alarm  by notification,  turn on all lights in the entrance;student2020-1;Regola 4
633;229;user/activity/sleep/@sleepDuration;sleep;sleepduration;event;morethen;and;480;sleep-sleepduration;WHEN   Test-user sleep duration becomes  more then  480  and  Bedroom Light state is  off  ,  do start activating light scene in the bedroom, send  reminder  by voice;student2020-1;Regola 5
634;229;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF;bedroomlight-state;WHEN   Test-user sleep duration becomes  more then  480  and  Bedroom Light state is  off  ,  do start activating light scene in the bedroom, send  reminder  by voice;student2020-1;Regola 5
635;229;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;parallel;invokeFunctions:lightScene;bedroom-activate;WHEN   Test-user sleep duration becomes  more then  480  and  Bedroom Light state is  off  ,  do start activating light scene in the bedroom, send  reminder  by voice;student2020-1;Regola 5
636;229;Reminders;reminders;reminders;action;OPERATOR;none;Work-time;reminders-reminders;WHEN   Test-user sleep duration becomes  more then  480  and  Bedroom Light state is  off  ,  do start activating light scene in the bedroom, send  reminder  by voice;student2020-1;Regola 5
637;230;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;fridge-door;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-2;Regola1
638;230;Reminders;reminders;reminders;action;OPERATOR;none;There are products that are about to expire;reminders-reminders;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-2;Regola1
639;231;user/activity/@medicationName;activity;medicationname;condition;equal;rule;medicina;activity-medicationname;if Propafenone has not been taken    between 07:00 and 07:45 ,  do send  alarm  by sms to 1234567;student2020-2;Regola2
640;231;Alarms;alarms;alarms;action;OPERATOR;none;The medicine has not been taken;alarms-alarms;if Propafenone has not been taken    between 07:00 and 07:45 ,  do send  alarm  by sms to 1234567;student2020-2;Regola2
641;232;technology/appliance/@door;microwave;door;event;equal;and;OPEN;microwave-door;When the microwave door is opened, while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;student2020-2;Regola3
642;232;technology/appliance/@door;microwave;door;condition;equal;rule;CLOSE;microwave-door;When the microwave door is opened, while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;student2020-2;Regola3
643;232;Alarms;alarms;alarms;action;OPERATOR;none;alarm text;alarms-alarms;When the microwave door is opened, while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;student2020-2;Regola3
644;232;Alarms;alarms;alarms;action;OPERATOR;none;Cooking is not finished;alarms-alarms;When the microwave door is opened, while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;student2020-2;Regola3
645;233;environment/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;equal;and;0;currentweather-outdoortemperature;if  Weather & Time outdoor temperature is  less then  2  and  Bathroom Light temperature is  11 ,  do  turn on the   Bathroom Light;student2020-2;Regola4
646;233;technology/light/@temperature;bathroomlight;temperature;condition;equal;rule;11;bathroomlight-temperature;if  Weather & Time outdoor temperature is  less then  2  and  Bathroom Light temperature is  11 ,  do  turn on the   Bathroom Light;student2020-2;Regola4
647;233;applianceState/Bathroom/lightColor;bathroom;hue color light bathroom;action;OPERATOR;none;update:lightColor;bathroom-hue color light bathroom;if  Weather & Time outdoor temperature is  less then  2  and  Bathroom Light temperature is  11 ,  do  turn on the   Bathroom Light;student2020-2;Regola4
648;234;user/physiological/@heartRate;physiological;heartrate;condition;equal;and;100;physiological-heartrate;if  Test-user heart rate is  more then  100  and  Test-user vocal emotional state is  sad  ,  do start relaxing light scene, send  reminder  by voice;student2020-2;Regola5
649;234;user/cognitive/@vocalEmotionalState;cognitive;vocalemotionalstate;condition;equal;rule;SAD;cognitive-vocalemotionalstate;if  Test-user heart rate is  more then  100  and  Test-user vocal emotional state is  sad  ,  do start relaxing light scene, send  reminder  by voice;student2020-2;Regola5
650;234;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;sequential;invokeFunctions:lightScene;livingroom-relax;if  Test-user heart rate is  more then  100  and  Test-user vocal emotional state is  sad  ,  do start relaxing light scene, send  reminder  by voice;student2020-2;Regola5
651;234;Reminders;reminders;reminders;action;OPERATOR;none;now relax;reminders-reminders;if  Test-user heart rate is  more then  100  and  Test-user vocal emotional state is  sad  ,  do start relaxing light scene, send  reminder  by voice;student2020-2;Regola5
652;235;technology/light/@state;entrancelight;state;event;equal;rule;ON;entrancelight-state;When  Entrance Light state becomes  on  ,  do send  alarm  by voice;student2020-3;Regola 1
653;235;Alarms;alarms;alarms;action;OPERATOR;none;Welcome home;alarms-alarms;When  Entrance Light state becomes  on  ,  do send  alarm  by voice;student2020-3;Regola 1
654;236;user/cognitive/@trainingTime;cognitive;trainingtime;event;morethen;rule;0.5;cognitive-trainingtime;If  Test-user training time  does  not  become  more then  0.5   between 07:00 and 18:00 ,  do send  alarm  by voice, start activating light scene;student2020-3;Regola 2
655;236;Alarms;alarms;alarms;action;OPERATOR;parallel;Time for some workout;alarms-alarms;If  Test-user training time  does  not  become  more then  0.5   between 07:00 and 18:00 ,  do send  alarm  by voice, start activating light scene;student2020-3;Regola 2
656;236;applianceState/LivingRoom/@scene;livingroom;activate;action;OPERATOR;none;invokeFunctions:lightScene;livingroom-activate;If  Test-user training time  does  not  become  more then  0.5   between 07:00 and 18:00 ,  do send  alarm  by voice, start activating light scene;student2020-3;Regola 2
657;237;environment/@windowSensor;livingroom;windowsensor;condition;equal;and;OPEN;livingroom-windowsensor; IF  LivingRoom window sensor is  open  and  Weather & Time becomes rain    ,  do send  two  alarms   by sms to ;student2020-3;Regola 3
658;237;environment/currentWeather/@rain;currentweather;rain;event;equal;rule;TRUE;currentweather-rain; IF  LivingRoom window sensor is  open  and  Weather & Time becomes rain    ,  do send  two  alarms   by sms to ;student2020-3;Regola 3
659;237;Alarms;alarms;alarms;action;OPERATOR;none;Close the window;alarms-alarms; IF  LivingRoom window sensor is  open  and  Weather & Time becomes rain    ,  do send  two  alarms   by sms to ;student2020-3;Regola 3
660;238;environment/@temperatureLevel;kitchen;temperaturelevel;condition;morethen;and;4;kitchen-temperaturelevel;if  Kitchen temperature is    more then  4  and  Fridge door is    open  ,  do send  alarm  by voice,  turn on all lights in the kitchen;student2020-3;Regola 4
661;238;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;if  Kitchen temperature is    more then  4  and  Fridge door is    open  ,  do send  alarm  by voice,  turn on all lights in the kitchen;student2020-3;Regola 4
662;238;Alarms;alarms;alarms;action;OPERATOR;parallel;Close the fridge door!;alarms-alarms;if  Kitchen temperature is    more then  4  and  Fridge door is    open  ,  do send  alarm  by voice,  turn on all lights in the kitchen;student2020-3;Regola 4
663;238;applianceState/Kitchen/allLight;kitchen;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;kitchen-alllight;if  Kitchen temperature is    more then  4  and  Fridge door is    open  ,  do send  alarm  by voice,  turn on all lights in the kitchen;student2020-3;Regola 4
664;239;user/physiological/@heartRate;physiological;heartrate;event;morethen;and;100;physiological-heartrate; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5
665;239;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;22:30;datetime-localtime; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5
666;239;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF;bedroomlight-state; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5
667;239;Alarms;alarms;alarms;action;OPERATOR;parallel;are you OK?;alarms-alarms; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5
668;239;applianceState/Bedroom/@scene;bedroom;biorhythmlight;action;OPERATOR;none;invokeFunctions:lightScene;bedroom-biorhythmlight; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5
669;240;technology/light/@state;entrancelight;state;event;equal;rule;ON;entrancelight-state;when the entrance light is turned on, send me a SMS reminder;student2020-4;regola1
670;240;Reminders;reminders;reminders;action;OPERATOR;none;reminder text;reminders-reminders;when the entrance light is turned on, send me a SMS reminder;student2020-4;regola1
671;241;environment/@temperatureLevel;livingroom;temperaturelevel;condition;equal;rule;25;livingroom-temperaturelevel;If the living room temperature is not 25 ° C between 1pm and 10pm text me and turn on the living room lights;student2020-4;regola2
672;241;Alarms;alarms;alarms;action;OPERATOR;parallel;Fix the living room temperature;alarms-alarms;If the living room temperature is not 25 ° C between 1pm and 10pm text me and turn on the living room lights;student2020-4;regola2
673;241;applianceState/LivingRoom/allLight;livingroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;livingroom-alllight;If the living room temperature is not 25 ° C between 1pm and 10pm text me and turn on the living room lights;student2020-4;regola2
674;242;environment/@gasSensor;kitchen;gassensor;event;equal;or;TRUE;kitchen-gassensor;When smoke sensors or gas sensors are activated, notify everyone;student2020-4;regola3
675;242;environment/@smokeSensor;kitchen;smokesensor;event;equal;rule;TRUE;kitchen-smokesensor;When smoke sensors or gas sensors are activated, notify everyone;student2020-4;regola3
676;242;Reminders;reminders;reminders;action;OPERATOR;none;reminder text;reminders-reminders;When smoke sensors or gas sensors are activated, notify everyone;student2020-4;regola3
677;243;environment/currentWeather/@outdoorCondition;currentweather;outdoorcondition;condition;equal;and;FOG;currentweather-outdoorcondition;When the lights are off and there is fog outside, send a notification to me and turn on all the lights in the house;student2020-4;regola4
678;243;technology/light/@state;greatluminaire;state;condition;equal;rule;OFF;greatluminaire-state;When the lights are off and there is fog outside, send a notification to me and turn on all the lights in the house;student2020-4;regola4
679;243;Alarms;alarms;alarms;action;OPERATOR;sequential;alarm text;alarms-alarms;When the lights are off and there is fog outside, send a notification to me and turn on all the lights in the house;student2020-4;regola4
680;243;applianceState/All/allLight;all;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;all-alllight;When the lights are off and there is fog outside, send a notification to me and turn on all the lights in the house;student2020-4;regola4
681;244;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;condition;inside;and;ENTRANCE;relativeposition-typeofproximity;if  Test-user   is  inside  entrance and  Entrance Light state is   not   on   between 16:00 and 06:00 ,  do  turn on all lights in the entrance, send  one  reminder  by voice;student2020-4;regola5
682;244;technology/light/@state;entrancelight;state;condition;equal;rule;ON;entrancelight-state;if  Test-user   is  inside  entrance and  Entrance Light state is   not   on   between 16:00 and 06:00 ,  do  turn on all lights in the entrance, send  one  reminder  by voice;student2020-4;regola5
683;244;applianceState/Entrance/allLight;entrance;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;entrance-alllight;if  Test-user   is  inside  entrance and  Entrance Light state is   not   on   between 16:00 and 06:00 ,  do  turn on all lights in the entrance, send  one  reminder  by voice;student2020-4;regola5
684;244;Reminders;reminders;reminders;action;OPERATOR;none;Someone at the entrance;reminders-reminders;if  Test-user   is  inside  entrance and  Entrance Light state is   not   on   between 16:00 and 06:00 ,  do  turn on all lights in the entrance, send  one  reminder  by voice;student2020-4;regola5
685;245;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;fridge-door;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-5;Regola 1
686;245;Reminders;reminders;reminders;action;OPERATOR;none;Check the expiration date of the milk;reminders-reminders;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-5;Regola 1
687;246;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;inside;rule;HOUSE;relativeposition-typeofproximity;if  Test-user   is  not  inside  house between 08:00 and 20:00  ,  do  turn off all lights in the house, send  one  alarm  by notification;student2020-5;Regola 2
688;246;applianceState/all/allLight;all;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;all-alllight;if  Test-user   is  not  inside  house between 08:00 and 20:00  ,  do  turn off all lights in the house, send  one  alarm  by notification;student2020-5;Regola 2
689;246;Alarms;alarms;alarms;action;OPERATOR;none;I turned off all the lights in the house;alarms-alarms;if  Test-user   is  not  inside  house between 08:00 and 20:00  ,  do  turn off all lights in the house, send  one  alarm  by notification;student2020-5;Regola 2
690;247;environment/currentWeather/@rain;currentweather;rain;event;equal;and;TRUE;currentweather-rain; WHEN   Weather & Time becomes rain    and time is  less then  08:15 minutes ,  do send  one  reminder  by notification;student2020-5;Regola 3
691;247;environment/dateTime/@localTime;datetime;localtime;condition;equal;rule;00:00;datetime-localtime; WHEN   Weather & Time becomes rain    and time is  less then  08:15 minutes ,  do send  one  reminder  by notification;student2020-5;Regola 3
692;247;Reminders;reminders;reminders;action;OPERATOR;none;Remember to take the umbrella;reminders-reminders; WHEN   Weather & Time becomes rain    and time is  less then  08:15 minutes ,  do send  one  reminder  by notification;student2020-5;Regola 3
693;248;environment/@smokeSensor;kitchen;smokesensor;event;equal;and;TRUE;kitchen-smokesensor; WHEN   Kitchen smoke sensor becomes  active    and  Kitchen window sensor is  close  ,  do send  three  alarms   by voice,  turn on all lights in the house;student2020-5;Regola 4
694;248;environment/@windowSensor;kitchen;windowsensor;condition;equal;rule;CLOSE;kitchen-windowsensor; WHEN   Kitchen smoke sensor becomes  active    and  Kitchen window sensor is  close  ,  do send  three  alarms   by voice,  turn on all lights in the house;student2020-5;Regola 4
695;248;Alarms;alarms;alarms;action;OPERATOR;parallel;alarm text;alarms-alarms; WHEN   Kitchen smoke sensor becomes  active    and  Kitchen window sensor is  close  ,  do send  three  alarms   by voice,  turn on all lights in the house;student2020-5;Regola 4
696;248;applianceState/all/allLight;all;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;all-alllight; WHEN   Kitchen smoke sensor becomes  active    and  Kitchen window sensor is  close  ,  do send  three  alarms   by voice,  turn on all lights in the house;student2020-5;Regola 4
697;249;user/activity/sleep/@sleepDuration;sleep;sleepduration;event;morethen;and;15;sleep-sleepduration; WHEN   Test-user sleep duration becomes  more then  15  and  Bedroom Light state is  on  ,  do  turn off all lights in the bedroom, send  one  reminder  by mail to miamail@provider.it;student2020-5;Regola 5
698;249;technology/light/@state;bedroomlight;state;condition;equal;rule;ON;bedroomlight-state; WHEN   Test-user sleep duration becomes  more then  15  and  Bedroom Light state is  on  ,  do  turn off all lights in the bedroom, send  one  reminder  by mail to miamail@provider.it;student2020-5;Regola 5
699;249;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;bedroom-alllight; WHEN   Test-user sleep duration becomes  more then  15  and  Bedroom Light state is  on  ,  do  turn off all lights in the bedroom, send  one  reminder  by mail to miamail@provider.it;student2020-5;Regola 5
700;249;Reminders;reminders;reminders;action;OPERATOR;none;Even today you fell asleep with the light on ...;reminders-reminders; WHEN   Test-user sleep duration becomes  more then  15  and  Bedroom Light state is  on  ,  do  turn off all lights in the bedroom, send  one  reminder  by mail to miamail@provider.it;student2020-5;Regola 5
701;250;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;fridge-door;when  Fridge door become  open  ,  do send  reminder  by notification;student2020-6;Fridge Door
702;250;Reminders;reminders;reminders;action;OPERATOR;none;Do not keep the refrigerator door open longer than necessary;reminders-reminders;when  Fridge door become  open  ,  do send  reminder  by notification;student2020-6;Fridge Door
703;251;environment/@lightLevel;bathroom;lightlevel;condition;equal;rule;NO_LIGHT;bathroom-lightlevel;if  Bathroom light level is   not   no light   between 00:00 and 07:00 ,  do send  one  alarm  by notification,  turn off all lights in the bathroom;student2020-6;Bathroom Lights
704;251;applianceState/Bathroom/allLight;bathroom;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;bathroom-alllight;if  Bathroom light level is   not   no light   between 00:00 and 07:00 ,  do send  one  alarm  by notification,  turn off all lights in the bathroom;student2020-6;Bathroom Lights
705;251;Reminders;reminders;reminders;action;OPERATOR;none;You left the lights turn on in the bathroom again Charles. I took care of it;reminders-reminders;if  Bathroom light level is   not   no light   between 00:00 and 07:00 ,  do send  one  alarm  by notification,  turn off all lights in the bathroom;student2020-6;Bathroom Lights
706;252;environment/currentWeather/@rain;currentweather;rain;event;equal;and;TRUE;currentweather-rain; WHEN   Weather & Time becomes rain    and  LivingRoom window sensor is  open  ,  do send  one  reminder  by sms to Me;student2020-6;Rain + Windows
