id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;naturalLanguage;author;ruleName;partialNaturalLanguage;descriptiveName;normalizedDescriptiveName
592;216;environment/currentWeather/@rainQuantity;currentweather;rainquantity;condition;morethen;rule;10;If the weather is rainy and the amount of rain is more than 10, send a reminder with the words 'Remember to take an umbrella!'.;student2019-19;2;;currentweather-rainquantity;
593;216;Reminders;reminders;reminders;action;OPERATOR;none;Remember to take the umbrella;If the weather is rainy and the amount of rain is more than 10, send a reminder with the words 'Remember to take an umbrella!'.;student2019-19;2;;reminders-reminders;
594;217;technology/appliance/@door;fridge;door;condition;equal;rule;CLOSE;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;student2019-19;3;;fridge-door;
595;217;Reminders;reminders;reminders;action;OPERATOR;parallel;Fridge door is open;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;student2019-19;3;;reminders-reminders;
596;217;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;none;update:lightColor;If the refrigerator is not closed between 11pm and 6am, send a text message to the homeowner saying 'Fridge door open!' and turn on a red light in his room.;student2019-19;3;;bedroom-hue color light bedroom;
597;218;environment/@smokeSensor;corridor;smokesensor;event;equal;and;TRUE;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;student2019-19;4;;corridor-smokesensor;
598;218;technology/light/@color;corridorlightstrip;color;event;equal;rule;RED;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;student2019-19;4;;corridorlightstrip-color;
599;218;Reminders;reminders;reminders;action;OPERATOR;parallel;Smoke in the corridor;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;student2019-19;4;;reminders-reminders;
600;218;applianceState/All/@scene;all;biorhythmlight;action;OPERATOR;none;invokeFunctions:lightScene;If smoke is detected in the hallway and the light streaks glow red, send two text messages to the homeowner saying 'Smoke in the hallway!' And flash all the lights in the house.;student2019-19;4;;all-biorhythmlight;
601;219;user/activity/@wakingup;activity;wakingup;event;equal;and;TRUE;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;student2019-19;5;;activity-wakingup;
602;219;technology/light/@state;bedroomlight;state;event;equal;rule;ON;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;student2019-19;5;;bedroomlight-state;
603;219;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;parallel;invokeFunctions:lightScene;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;student2019-19;5;;bedroom-activate;
604;219;Reminders;reminders;reminders;action;OPERATOR;none;Good morning!;If the homeowner wakes up and turns on his room light, set the lights in activation mode and send a notification saying 'Good morning!'.;student2019-19;5;;reminders-reminders;
605;220;user/position/timeInsideARoom/@timeInsideBedroom;timeinsidearoom;timeinsidebedroom;condition;morethen;and;1;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;1;;timeinsidearoom-timeinsidebedroom;
606;220;technology/light/@state;entrancelight;state;condition;equal;rule;ON;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;1;;entrancelight-state;
607;220;Reminders;reminders;reminders;action;OPERATOR;sequential;switch the light off;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;1;;reminders-reminders;
608;220;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;none;update:lightColor;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;1;;bedroom-hue color light bedroom;
609;221;technology/appliance/@door;fridge;door;condition;equal;and;OPEN;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;2;;fridge-door;
610;221;environment/@lightLevel;kitchen;lightlevel;condition;equal;rule;NO_LIGHT;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;2;;kitchen-lightlevel;
611;221;Alarms;alarms;alarms;action;OPERATOR;sequential;close the fridge door;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;2;;alarms-alarms;
612;221;applianceState/Corridor/lightColor;corridor;light strip corridor;action;OPERATOR;none;update:lightColor;If the user has been in the room for more than an hour and the entrance light is on, change the color of the light to red for two minutes and send a reminder to turn off the light.;student2019-20;2;;corridor-light strip corridor;
613;222;environment/currentWeather/@outdoorCondition;currentweather;outdoorcondition;event;equal;and;SHOWER_RAIN;If the weather conditions are such that it rains and the window of the bedroom is open, send a reminder to close it.;student2019-20;3;;currentweather-outdoorcondition;
614;222;environment/@doorWindowSensor;bedroom;windowsensor;condition;equal;rule;OPEN;If the weather conditions are such that it rains and the window of the bedroom is open, send a reminder to close it.;student2019-20;3;;bedroom-windowsensor;
615;222;Reminders;reminders;reminders;action;OPERATOR;none;close the window;If the weather conditions are such that it rains and the window of the bedroom is open, send a reminder to close it.;student2019-20;3;;reminders-reminders;
616;223;user/activity/@wakingup;activity;wakingup;condition;equal;rule;TRUE;If the user does not wake up from 7 to 11, send an alarm and activate the bedroom lights;student2019-20;4;;activity-wakingup;
617;223;Alarms;alarms;alarms;action;OPERATOR;sequential;user has not woken up yet;If the user does not wake up from 7 to 11, send an alarm and activate the bedroom lights;student2019-20;4;;alarms-alarms;
618;223;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;none;invokeFunctions:lightScene;If the user does not wake up from 7 to 11, send an alarm and activate the bedroom lights;student2019-20;4;;bedroom-activate;
619;224;technology/light/@state;corridorlightstrip;state;condition;equal;rule;OFF;If the led lights in the corridor are off, send a reminder to turn them on.;student2019-20;5;;corridorlightstrip-state;
620;224;Reminders;reminders;reminders;action;OPERATOR;none;switch the corridor light strip on;If the led lights in the corridor are off, send a reminder to turn them on.;student2019-20;5;;reminders-reminders;
621;225;technology/appliance/@door;microwave;door;condition;equal;rule;OPEN;if  Microwave door is  open  ,  do send  one  reminder  by voice;student2020-1;Regola 1;;microwave-door;
622;225;Reminders;reminders;reminders;action;OPERATOR;none;close microwave door;if  Microwave door is  open  ,  do send  one  reminder  by voice;student2020-1;Regola 1;;reminders-reminders;
623;226;environment/twentyFourHoursWeatherForecast/@rain;currentweather;rain;condition;equal;rule;TRUE;If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;student2020-1;Regola 2;;currentweather-rain;
624;226;Alarms;alarms;alarms;action;OPERATOR;sequential;"""Do laundry""";If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;student2020-1;Regola 2;;alarms-alarms;
625;226;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;none;update:lightColor;If it doesn't rain tomorrow between 8:00 and 12:00, remind me with a voice note that I can do the laundry and turn the living room light to blue;student2020-1;Regola 2;;livingroom-hue color light living room;
626;227;environment/@motion;livingroom;motion;event;equal;and;VALUE;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;student2020-1;Regola 3;;livingroom-motion;
627;227;environment/@temperatureLevel;livingroom;temperaturelevel;condition;lessthen;rule;18;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;student2020-1;Regola 3;;livingroom-temperaturelevel;
628;227;Reminders;reminders;reminders;action;OPERATOR;none;check the radiators;When you detect movement in the living room and the temperature is below 18 ° C, send a notification to check the radiators.;student2020-1;Regola 3;;reminders-reminders;
629;228;environment/@lightLevel;entrance;lightlevel;condition;equal;or;DARK;if  Entrance light level is    dark  or  Entrance Light saturation is    less then  5  ,  do send  one  alarm  by notification,  turn on all lights in the entrance;student2020-1;Regola 4;;entrance-lightlevel;
630;228;technology/light/@saturation;entrancelight;saturation;condition;lessthen;rule;5;if  Entrance light level is    dark  or  Entrance Light saturation is    less then  5  ,  do send  one  alarm  by notification,  turn on all lights in the entrance;student2020-1;Regola 4;;entrancelight-saturation;
631;228;Alarms;alarms;alarms;action;OPERATOR;sequential;light brightness;if  Entrance light level is    dark  or  Entrance Light saturation is    less then  5  ,  do send  one  alarm  by notification,  turn on all lights in the entrance;student2020-1;Regola 4;;alarms-alarms;
632;228;applianceState/Entrance/allLight;entrance;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;if  Entrance light level is    dark  or  Entrance Light saturation is    less then  5  ,  do send  one  alarm  by notification,  turn on all lights in the entrance;student2020-1;Regola 4;;entrance-alllight;
633;229;user/activity/sleep/@sleepDuration;sleep;sleepduration;event;morethen;and;480;WHEN   Test-user sleep duration becomes  more then  480  and  Bedroom Light state is  off  ,  do start activating light scene in the bedroom, send  reminder  by voice;student2020-1;Regola 5;;sleep-sleepduration;
634;229;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF;WHEN   Test-user sleep duration becomes  more then  480  and  Bedroom Light state is  off  ,  do start activating light scene in the bedroom, send  reminder  by voice;student2020-1;Regola 5;;bedroomlight-state;
635;229;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;parallel;invokeFunctions:lightScene;WHEN   Test-user sleep duration becomes  more then  480  and  Bedroom Light state is  off  ,  do start activating light scene in the bedroom, send  reminder  by voice;student2020-1;Regola 5;;bedroom-activate;
636;229;Reminders;reminders;reminders;action;OPERATOR;none;Work-time;WHEN   Test-user sleep duration becomes  more then  480  and  Bedroom Light state is  off  ,  do start activating light scene in the bedroom, send  reminder  by voice;student2020-1;Regola 5;;reminders-reminders;
637;230;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-2;Regola1;;fridge-door;
638;230;Reminders;reminders;reminders;action;OPERATOR;none;There are products that are about to expire;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-2;Regola1;;reminders-reminders;
639;231;user/activity/@medicationName;activity;medicationname;condition;equal;rule;medicina;if Propafenone has not been taken    between 07:00 and 07:45 ,  do send  alarm  by sms to 1234567;student2020-2;Regola2;;activity-medicationname;
640;231;Alarms;alarms;alarms;action;OPERATOR;none;The medicine has not been taken;if Propafenone has not been taken    between 07:00 and 07:45 ,  do send  alarm  by sms to 1234567;student2020-2;Regola2;;alarms-alarms;
641;232;technology/appliance/@door;microwave;door;event;equal;and;OPEN;When the microwave door is opened, while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;student2020-2;Regola3;;microwave-door;
642;232;technology/appliance/@door;microwave;door;condition;equal;rule;CLOSE;When the microwave door is opened, while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;student2020-2;Regola3;;microwave-door;
643;232;Alarms;alarms;alarms;action;OPERATOR;none;alarm text;When the microwave door is opened, while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;student2020-2;Regola3;;alarms-alarms;
644;232;Alarms;alarms;alarms;action;OPERATOR;none;Cooking is not finished;When the microwave door is opened, while the dish is cooking, it sends a voice signal, which warns that cooking has not finished;student2020-2;Regola3;;alarms-alarms;
645;233;environment/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;equal;and;0;if  Weather & Time outdoor temperature is  less then  2  and  Bathroom Light temperature is  11 ,  do  turn on the   Bathroom Light;student2020-2;Regola4;;currentweather-outdoortemperature;
646;233;technology/light/@temperature;bathroomlight;temperature;condition;equal;rule;11;if  Weather & Time outdoor temperature is  less then  2  and  Bathroom Light temperature is  11 ,  do  turn on the   Bathroom Light;student2020-2;Regola4;;bathroomlight-temperature;
647;233;applianceState/Bathroom/lightColor;bathroom;hue color light bathroom;action;OPERATOR;none;update:lightColor;if  Weather & Time outdoor temperature is  less then  2  and  Bathroom Light temperature is  11 ,  do  turn on the   Bathroom Light;student2020-2;Regola4;;bathroom-hue color light bathroom;
648;234;user/physiological/@heartRate;physiological;heartrate;condition;equal;and;100;if  Test-user heart rate is  more then  100  and  Test-user vocal emotional state is  sad  ,  do start relaxing light scene, send  reminder  by voice;student2020-2;Regola5;;physiological-heartrate;
649;234;user/cognitive/@vocalEmotionalState;cognitive;vocalemotionalstate;condition;equal;rule;SAD;if  Test-user heart rate is  more then  100  and  Test-user vocal emotional state is  sad  ,  do start relaxing light scene, send  reminder  by voice;student2020-2;Regola5;;cognitive-vocalemotionalstate;
650;234;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;sequential;invokeFunctions:lightScene;if  Test-user heart rate is  more then  100  and  Test-user vocal emotional state is  sad  ,  do start relaxing light scene, send  reminder  by voice;student2020-2;Regola5;;livingroom-relax;
651;234;Reminders;reminders;reminders;action;OPERATOR;none;now relax;if  Test-user heart rate is  more then  100  and  Test-user vocal emotional state is  sad  ,  do start relaxing light scene, send  reminder  by voice;student2020-2;Regola5;;reminders-reminders;
652;235;technology/light/@state;entrancelight;state;event;equal;rule;ON;When  Entrance Light state becomes  on  ,  do send  alarm  by voice;student2020-3;Regola 1;;entrancelight-state;
653;235;Alarms;alarms;alarms;action;OPERATOR;none;Welcome home;When  Entrance Light state becomes  on  ,  do send  alarm  by voice;student2020-3;Regola 1;;alarms-alarms;
654;236;user/cognitive/@trainingTime;cognitive;trainingtime;event;morethen;rule;0.5;If  Test-user training time  does  not  become  more then  0.5   between 07:00 and 18:00 ,  do send  alarm  by voice, start activating light scene;student2020-3;Regola 2;;cognitive-trainingtime;
655;236;Alarms;alarms;alarms;action;OPERATOR;parallel;Time for some workout;If  Test-user training time  does  not  become  more then  0.5   between 07:00 and 18:00 ,  do send  alarm  by voice, start activating light scene;student2020-3;Regola 2;;alarms-alarms;
656;236;applianceState/LivingRoom/@scene;livingroom;activate;action;OPERATOR;none;invokeFunctions:lightScene;If  Test-user training time  does  not  become  more then  0.5   between 07:00 and 18:00 ,  do send  alarm  by voice, start activating light scene;student2020-3;Regola 2;;livingroom-activate;
657;237;environment/@windowSensor;livingroom;windowsensor;condition;equal;and;OPEN; IF  LivingRoom window sensor is  open  and  Weather & Time becomes rain    ,  do send  two  alarms   by sms to ;student2020-3;Regola 3;;livingroom-windowsensor;
658;237;environment/currentWeather/@rain;currentweather;rain;event;equal;rule;TRUE; IF  LivingRoom window sensor is  open  and  Weather & Time becomes rain    ,  do send  two  alarms   by sms to ;student2020-3;Regola 3;;currentweather-rain;
659;237;Alarms;alarms;alarms;action;OPERATOR;none;Close the window; IF  LivingRoom window sensor is  open  and  Weather & Time becomes rain    ,  do send  two  alarms   by sms to ;student2020-3;Regola 3;;alarms-alarms;
660;238;environment/@temperatureLevel;kitchen;temperaturelevel;condition;morethen;and;4;if  Kitchen temperature is    more then  4  and  Fridge door is    open  ,  do send  alarm  by voice,  turn on all lights in the kitchen;student2020-3;Regola 4;;kitchen-temperaturelevel;
661;238;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;if  Kitchen temperature is    more then  4  and  Fridge door is    open  ,  do send  alarm  by voice,  turn on all lights in the kitchen;student2020-3;Regola 4;;fridge-door;
662;238;Alarms;alarms;alarms;action;OPERATOR;parallel;Close the fridge door!;if  Kitchen temperature is    more then  4  and  Fridge door is    open  ,  do send  alarm  by voice,  turn on all lights in the kitchen;student2020-3;Regola 4;;alarms-alarms;
663;238;applianceState/Kitchen/allLight;kitchen;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;if  Kitchen temperature is    more then  4  and  Fridge door is    open  ,  do send  alarm  by voice,  turn on all lights in the kitchen;student2020-3;Regola 4;;kitchen-alllight;
664;239;user/physiological/@heartRate;physiological;heartrate;event;morethen;and;100; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5;;physiological-heartrate;
665;239;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;22:30; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5;;datetime-localtime;
666;239;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5;;bedroomlight-state;
667;239;Alarms;alarms;alarms;action;OPERATOR;parallel;are you OK?; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5;;alarms-alarms;
668;239;applianceState/Bedroom/@scene;bedroom;biorhythmlight;action;OPERATOR;none;invokeFunctions:lightScene; When     Test-user heart rate becomes  more then  100  and  When time is    more then  23:00 minutes and  When time is    lt 07:30 minutes and  When  Bedroom Light state is    off  ,  do send  alarm  by voice, start biorhythm light scene in the bedroom;student2020-3;Regola 5;;bedroom-biorhythmlight;
669;240;technology/light/@state;entrancelight;state;event;equal;rule;ON;when the entrance light is turned on, send me a SMS reminder;student2020-4;regola1;;entrancelight-state;
670;240;Reminders;reminders;reminders;action;OPERATOR;none;reminder text;when the entrance light is turned on, send me a SMS reminder;student2020-4;regola1;;reminders-reminders;
671;241;environment/@temperatureLevel;livingroom;temperaturelevel;condition;equal;rule;25;If the living room temperature is not 25 ° C between 1pm and 10pm text me and turn on the living room lights;student2020-4;regola2;;livingroom-temperaturelevel;
672;241;Alarms;alarms;alarms;action;OPERATOR;parallel;Fix the living room temperature;If the living room temperature is not 25 ° C between 1pm and 10pm text me and turn on the living room lights;student2020-4;regola2;;alarms-alarms;
673;241;applianceState/LivingRoom/allLight;livingroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;If the living room temperature is not 25 ° C between 1pm and 10pm text me and turn on the living room lights;student2020-4;regola2;;livingroom-alllight;
674;242;environment/@gasSensor;kitchen;gassensor;event;equal;or;TRUE;When smoke sensors or gas sensors are activated, notify everyone;student2020-4;regola3;;kitchen-gassensor;
675;242;environment/@smokeSensor;kitchen;smokesensor;event;equal;rule;TRUE;When smoke sensors or gas sensors are activated, notify everyone;student2020-4;regola3;;kitchen-smokesensor;
676;242;Reminders;reminders;reminders;action;OPERATOR;none;reminder text;When smoke sensors or gas sensors are activated, notify everyone;student2020-4;regola3;;reminders-reminders;
677;243;environment/currentWeather/@outdoorCondition;currentweather;outdoorcondition;condition;equal;and;FOG;When the lights are off and there is fog outside, send a notification to me and turn on all the lights in the house;student2020-4;regola4;;currentweather-outdoorcondition;
678;243;technology/light/@state;greatluminaire;state;condition;equal;rule;OFF;When the lights are off and there is fog outside, send a notification to me and turn on all the lights in the house;student2020-4;regola4;;greatluminaire-state;
679;243;Alarms;alarms;alarms;action;OPERATOR;sequential;alarm text;When the lights are off and there is fog outside, send a notification to me and turn on all the lights in the house;student2020-4;regola4;;alarms-alarms;
680;243;applianceState/All/allLight;all;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;When the lights are off and there is fog outside, send a notification to me and turn on all the lights in the house;student2020-4;regola4;;all-alllight;
681;244;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;condition;inside;and;ENTRANCE;if  Test-user   is  inside  entrance and  Entrance Light state is   not   on   between 16:00 and 06:00 ,  do  turn on all lights in the entrance, send  one  reminder  by voice;student2020-4;regola5;;relativeposition-typeofproximity;
682;244;technology/light/@state;entrancelight;state;condition;equal;rule;ON;if  Test-user   is  inside  entrance and  Entrance Light state is   not   on   between 16:00 and 06:00 ,  do  turn on all lights in the entrance, send  one  reminder  by voice;student2020-4;regola5;;entrancelight-state;
683;244;applianceState/Entrance/allLight;entrance;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;if  Test-user   is  inside  entrance and  Entrance Light state is   not   on   between 16:00 and 06:00 ,  do  turn on all lights in the entrance, send  one  reminder  by voice;student2020-4;regola5;;entrance-alllight;
684;244;Reminders;reminders;reminders;action;OPERATOR;none;Someone at the entrance;if  Test-user   is  inside  entrance and  Entrance Light state is   not   on   between 16:00 and 06:00 ,  do  turn on all lights in the entrance, send  one  reminder  by voice;student2020-4;regola5;;reminders-reminders;
685;245;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-5;Regola 1;;fridge-door;
686;245;Reminders;reminders;reminders;action;OPERATOR;none;Check the expiration date of the milk;When  Fridge door becomes  open  ,  do send  one  reminder  by voice;student2020-5;Regola 1;;reminders-reminders;
687;246;user/position/relativePosition/@typeOfProximity;relativeposition;typeofproximity;event;inside;rule;HOUSE;if  Test-user   is  not  inside  house between 08:00 and 20:00  ,  do  turn off all lights in the house, send  one  alarm  by notification;student2020-5;Regola 2;;relativeposition-typeofproximity;
688;246;applianceState/all/allLight;all;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;if  Test-user   is  not  inside  house between 08:00 and 20:00  ,  do  turn off all lights in the house, send  one  alarm  by notification;student2020-5;Regola 2;;all-alllight;
689;246;Alarms;alarms;alarms;action;OPERATOR;none;I turned off all the lights in the house;if  Test-user   is  not  inside  house between 08:00 and 20:00  ,  do  turn off all lights in the house, send  one  alarm  by notification;student2020-5;Regola 2;;alarms-alarms;
690;247;environment/currentWeather/@rain;currentweather;rain;event;equal;and;TRUE; WHEN   Weather & Time becomes rain    and time is  less then  08:15 minutes ,  do send  one  reminder  by notification;student2020-5;Regola 3;;currentweather-rain;
691;247;environment/dateTime/@localTime;datetime;localtime;condition;equal;rule;00:00; WHEN   Weather & Time becomes rain    and time is  less then  08:15 minutes ,  do send  one  reminder  by notification;student2020-5;Regola 3;;datetime-localtime;
692;247;Reminders;reminders;reminders;action;OPERATOR;none;Remember to take the umbrella; WHEN   Weather & Time becomes rain    and time is  less then  08:15 minutes ,  do send  one  reminder  by notification;student2020-5;Regola 3;;reminders-reminders;
693;248;environment/@smokeSensor;kitchen;smokesensor;event;equal;and;TRUE; WHEN   Kitchen smoke sensor becomes  active    and  Kitchen window sensor is  close  ,  do send  three  alarms   by voice,  turn on all lights in the house;student2020-5;Regola 4;;kitchen-smokesensor;
694;248;environment/@windowSensor;kitchen;windowsensor;condition;equal;rule;CLOSE; WHEN   Kitchen smoke sensor becomes  active    and  Kitchen window sensor is  close  ,  do send  three  alarms   by voice,  turn on all lights in the house;student2020-5;Regola 4;;kitchen-windowsensor;
695;248;Alarms;alarms;alarms;action;OPERATOR;parallel;alarm text; WHEN   Kitchen smoke sensor becomes  active    and  Kitchen window sensor is  close  ,  do send  three  alarms   by voice,  turn on all lights in the house;student2020-5;Regola 4;;alarms-alarms;
696;248;applianceState/all/allLight;all;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState; WHEN   Kitchen smoke sensor becomes  active    and  Kitchen window sensor is  close  ,  do send  three  alarms   by voice,  turn on all lights in the house;student2020-5;Regola 4;;all-alllight;
697;249;user/activity/sleep/@sleepDuration;sleep;sleepduration;event;morethen;and;15; WHEN   Test-user sleep duration becomes  more then  15  and  Bedroom Light state is  on  ,  do  turn off all lights in the bedroom, send  one  reminder  by mail to miamail@provider.it;student2020-5;Regola 5;;sleep-sleepduration;
698;249;technology/light/@state;bedroomlight;state;condition;equal;rule;ON; WHEN   Test-user sleep duration becomes  more then  15  and  Bedroom Light state is  on  ,  do  turn off all lights in the bedroom, send  one  reminder  by mail to miamail@provider.it;student2020-5;Regola 5;;bedroomlight-state;
699;249;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState; WHEN   Test-user sleep duration becomes  more then  15  and  Bedroom Light state is  on  ,  do  turn off all lights in the bedroom, send  one  reminder  by mail to miamail@provider.it;student2020-5;Regola 5;;bedroom-alllight;
700;249;Reminders;reminders;reminders;action;OPERATOR;none;Even today you fell asleep with the light on ...; WHEN   Test-user sleep duration becomes  more then  15  and  Bedroom Light state is  on  ,  do  turn off all lights in the bedroom, send  one  reminder  by mail to miamail@provider.it;student2020-5;Regola 5;;reminders-reminders;
701;250;technology/appliance/@door;fridge;door;event;equal;rule;OPEN;when  Fridge door become  open  ,  do send  reminder  by notification;student2020-6;Fridge Door;;fridge-door;
702;250;Reminders;reminders;reminders;action;OPERATOR;none;Do not keep the refrigerator door open longer than necessary;when  Fridge door become  open  ,  do send  reminder  by notification;student2020-6;Fridge Door;;reminders-reminders;
703;251;environment/@lightLevel;bathroom;lightlevel;condition;equal;rule;NO_LIGHT;if  Bathroom light level is   not   no light   between 00:00 and 07:00 ,  do send  one  alarm  by notification,  turn off all lights in the bathroom;student2020-6;Bathroom Lights;;bathroom-lightlevel;
704;251;applianceState/Bathroom/allLight;bathroom;alllight;action;OPERATOR;parallel;invokeFunctions:changeApplianceState;if  Bathroom light level is   not   no light   between 00:00 and 07:00 ,  do send  one  alarm  by notification,  turn off all lights in the bathroom;student2020-6;Bathroom Lights;;bathroom-alllight;
705;251;Reminders;reminders;reminders;action;OPERATOR;none;You left the lights turn on in the bathroom again Charles. I took care of it;if  Bathroom light level is   not   no light   between 00:00 and 07:00 ,  do send  one  alarm  by notification,  turn off all lights in the bathroom;student2020-6;Bathroom Lights;;reminders-reminders;
706;252;environment/currentWeather/@rain;currentweather;rain;event;equal;and;TRUE; WHEN   Weather & Time becomes rain    and  LivingRoom window sensor is  open  ,  do send  one  reminder  by sms to Me;student2020-6;Rain + Windows;;currentweather-rain;
707;252;environment/@windowSensor;livingroom;windowsensor;condition;equal;rule;OPEN; WHEN   Weather & Time becomes rain    and  LivingRoom window sensor is  open  ,  do send  one  reminder  by sms to Me;student2020-6;Rain + Windows;;livingroom-windowsensor;
708;252;Reminders;reminders;reminders;action;OPERATOR;none;Charles, has just started raining, you should close the windows in the livingroom; WHEN   Weather & Time becomes rain    and  LivingRoom window sensor is  open  ,  do send  one  reminder  by sms to Me;student2020-6;Rain + Windows;;reminders-reminders;
709;253;environment/@noiseLevel;kitchen;noiselevel;condition;morethen;and;1;if  Kitchen noise level is  more then  1  and  Bedroom Portable Light state is  on  ,  do send  one  alarm  by voice,  turn off all lights in the bedroom;student2020-6;Not Ubiquity;;kitchen-noiselevel;
710;253;technology/light/@state;bedroomportablelight;state;condition;equal;rule;ON;if  Kitchen noise level is  more then  1  and  Bedroom Portable Light state is  on  ,  do send  one  alarm  by voice,  turn off all lights in the bedroom;student2020-6;Not Ubiquity;;bedroomportablelight-state;
711;253;Alarms;alarms;alarms;action;OPERATOR;parallel;I'm pretty sure you don't need the lights turn on in your bedroom right now Charles;if  Kitchen noise level is  more then  1  and  Bedroom Portable Light state is  on  ,  do send  one  alarm  by voice,  turn off all lights in the bedroom;student2020-6;Not Ubiquity;;alarms-alarms;
712;253;applianceState/Bedroom/allLight;bedroom;alllight;action;OPERATOR;none;invokeFunctions:changeApplianceState;if  Kitchen noise level is  more then  1  and  Bedroom Portable Light state is  on  ,  do send  one  alarm  by voice,  turn off all lights in the bedroom;student2020-6;Not Ubiquity;;bedroom-alllight;
713;254;user/position/timeInsideARoom/@timeInsideKitchen;timeinsidearoom;timeinsidekitchen;event;morethen;and;1; WHEN  time inside kitchen becomes  more then  1 minutes and  Kitchen Light state is  off  ,  do  turn on all lights in the kitchen, send  one  reminder  by voice;student2020-6;Help Charles with cookies;;timeinsidearoom-timeinsidekitchen;
